Spørsmål;Svar;Les mer her…;Link
Hvordan kan Husbanken tydeliggjøre og kommunisere definisjonen av avvik til de ansatte?;I Husbankens kontekst er avvik definert som enhver hendelse eller tilstand som bryter med Husbankens internkontroll av informasjonssikkerhet eller rutiner for behandling av personopplysninger. Avvik skal ikke meldes via varslingskanalene for kritikkverdige forhold, men gjennom egne rutiner for avvikshåndtering;Les mer her…;https://husnettet-d/HR-Portalen/For-ansatte/Sider/Varsling av kritikkverdige forhold
Hvilke typer kritikkverdige forhold kan man varsle om i Husbanken ifølge teksten?;Ifølge teksten kan man varsle om ulike typer kritikkverdige forhold i Husbanken, inkludert, men ikke begrenset til:Kriminelle forhold Mislighold av lovbestemte påbud eller forbud ,Brudd på etiske retningslinjer,Brudd på alminnelige etiske standarder med bred tilslutning i samfunnet,Mobbing, diskriminering og alle former for trakassering.Saker av svært ulik karakter og alvorlighetsgrad, inkludert både engangshendelser og systemsvikt ;Les mer her…;https://husnettet-d/HR-Portalen/For-ansatte/Sider/Varsling av kritikkverdige forhold
Hvilke varianter av kritikkverdige forhold kan man melde fra om i Husbanken i henhold til teksten?;Ifølge teksten kan man varsle om ulike typer kritikkverdige forhold i Husbanken, inkludert, men ikke begrenset til:Kriminelle forhold Mislighold av lovbestemte påbud eller forbud ,Brudd på etiske retningslinjer,Brudd på alminnelige etiske standarder med bred tilslutning i samfunnet,Mobbing, diskriminering og alle former for trakassering.Saker av svært ulik karakter og alvorlighetsgrad, inkludert både engangshendelser og systemsvikt ;Les mer her…;https://husnettet-d/HR-Portalen/For-ansatte/Sider/Varsling av kritikkverdige forhold
Kan du gi en oversikt over de ulike kategorier av kritikkverdige forhold som det er mulig å varsle om i Husbanken, slik det fremgår i teksten?;Ifølge teksten kan man varsle om ulike typer kritikkverdige forhold i Husbanken, inkludert, men ikke begrenset til:Kriminelle forhold Mislighold av lovbestemte påbud eller forbud ,Brudd på etiske retningslinjer,Brudd på alminnelige etiske standarder med bred tilslutning i samfunnet,Mobbing, diskriminering og alle former for trakassering.Saker av svært ulik karakter og alvorlighetsgrad, inkludert både engangshendelser og systemsvikt ;Les mer her…;https://husnettet-d/HR-Portalen/For-ansatte/Sider/Varsling av kritikkverdige forhold
Hvordan er de spesifikke typer kritikkverdige forhold som det er tillatt å varsle om i Husbanken beskrevet i teksten?;Ifølge teksten kan man varsle om ulike typer kritikkverdige forhold i Husbanken, inkludert, men ikke begrenset til:Kriminelle forhold Mislighold av lovbestemte påbud eller forbud ,Brudd på etiske retningslinjer,Brudd på alminnelige etiske standarder med bred tilslutning i samfunnet,Mobbing, diskriminering og alle former for trakassering.Saker av svært ulik karakter og alvorlighetsgrad, inkludert både engangshendelser og systemsvikt ;Les mer her…;https://husnettet-d/HR-Portalen/For-ansatte/Sider/Varsling av kritikkverdige forhold
Hva inkluderer de forskjellige former for kritikkverdige forhold som det nevnes at man kan varsle om i Husbanken ifølge teksten?;Ifølge teksten kan man varsle om ulike typer kritikkverdige forhold i Husbanken, inkludert, men ikke begrenset til:Kriminelle forhold Mislighold av lovbestemte påbud eller forbud ,Brudd på etiske retningslinjer,Brudd på alminnelige etiske standarder med bred tilslutning i samfunnet,Mobbing, diskriminering og alle former for trakassering.Saker av svært ulik karakter og alvorlighetsgrad, inkludert både engangshendelser og systemsvikt ;Les mer her…;https://husnettet-d/HR-Portalen/For-ansatte/Sider/Varsling av kritikkverdige forhold
Kan du beskrive de konkrete situasjonene eller handlingene som anses som kritikkverdige og som det er akseptabelt å melde fra om i Husbanken basert på teksten?;Ifølge teksten kan man varsle om ulike typer kritikkverdige forhold i Husbanken, inkludert, men ikke begrenset til:Kriminelle forhold Mislighold av lovbestemte påbud eller forbud ,Brudd på etiske retningslinjer,Brudd på alminnelige etiske standarder med bred tilslutning i samfunnet,Mobbing, diskriminering og alle former for trakassering.Saker av svært ulik karakter og alvorlighetsgrad, inkludert både engangshendelser og systemsvikt ;Les mer her…;https://husnettet-d/HR-Portalen/For-ansatte/Sider/Varsling av kritikkverdige forhold
Hvordan defineres de ulike typer kritikkverdige forhold som man kan varsle om i Husbanken, i tråd med teksten?;Ifølge teksten kan man varsle om ulike typer kritikkverdige forhold i Husbanken, inkludert, men ikke begrenset til:Kriminelle forhold Mislighold av lovbestemte påbud eller forbud ,Brudd på etiske retningslinjer,Brudd på alminnelige etiske standarder med bred tilslutning i samfunnet,Mobbing, diskriminering og alle former for trakassering.Saker av svært ulik karakter og alvorlighetsgrad, inkludert både engangshendelser og systemsvikt ;Les mer her…;https://husnettet-d/HR-Portalen/For-ansatte/Sider/Varsling av kritikkverdige forhold
Hvilke prinsipper og retningslinjer gjelder for de ulike typer kritikkverdige forhold som ansatte kan varsle om i Husbanken ifølge teksten?;Ifølge teksten kan man varsle om ulike typer kritikkverdige forhold i Husbanken, inkludert, men ikke begrenset til:Kriminelle forhold Mislighold av lovbestemte påbud eller forbud ,Brudd på etiske retningslinjer,Brudd på alminnelige etiske standarder med bred tilslutning i samfunnet,Mobbing, diskriminering og alle former for trakassering.Saker av svært ulik karakter og alvorlighetsgrad, inkludert både engangshendelser og systemsvikt ;Les mer her…;https://husnettet-d/HR-Portalen/For-ansatte/Sider/Varsling av kritikkverdige forhold
Hvordan kan medarbeidere best identifisere og vurdere de forskjellige kritikkverdige forholdene som er nevnt i teksten og som kan varsles om?;Ifølge teksten kan man varsle om ulike typer kritikkverdige forhold i Husbanken, inkludert, men ikke begrenset til:Kriminelle forhold Mislighold av lovbestemte påbud eller forbud ,Brudd på etiske retningslinjer,Brudd på alminnelige etiske standarder med bred tilslutning i samfunnet,Mobbing, diskriminering og alle former for trakassering.Saker av svært ulik karakter og alvorlighetsgrad, inkludert både engangshendelser og systemsvikt ;Les mer her…;https://husnettet-d/HR-Portalen/For-ansatte/Sider/Varsling av kritikkverdige forhold
Hva er de konkrete eksemplene eller situasjonene som teksten nevner som eksempler på kritikkverdige forhold man kan varsle om i Husbanken?;Ifølge teksten kan man varsle om ulike typer kritikkverdige forhold i Husbanken, inkludert, men ikke begrenset til:Kriminelle forhold Mislighold av lovbestemte påbud eller forbud ,Brudd på etiske retningslinjer,Brudd på alminnelige etiske standarder med bred tilslutning i samfunnet,Mobbing, diskriminering og alle former for trakassering.Saker av svært ulik karakter og alvorlighetsgrad, inkludert både engangshendelser og systemsvikt ;Les mer her…;https://husnettet-d/HR-Portalen/For-ansatte/Sider/Varsling av kritikkverdige forhold
Hvordan kan Husbanken sikre at de ansatte har en klar forståelse av hvilke typer kritikkverdige forhold som kan varsles om, basert på informasjonen i teksten?;Ifølge teksten kan man varsle om ulike typer kritikkverdige forhold i Husbanken, inkludert, men ikke begrenset til:Kriminelle forhold Mislighold av lovbestemte påbud eller forbud ,Brudd på etiske retningslinjer,Brudd på alminnelige etiske standarder med bred tilslutning i samfunnet,Mobbing, diskriminering og alle former for trakassering.Saker av svært ulik karakter og alvorlighetsgrad, inkludert både engangshendelser og systemsvikt ;Les mer her…;https://husnettet-d/HR-Portalen/For-ansatte/Sider/Varsling av kritikkverdige forhold
Hvor kan jeg finne mer informasjon om Statens etiske retningslinjer?;Ifølge teksten kan man finne mer informasjon om Statens etiske retningslinjer ved å se på informasjonen om brudd på etiske retningslinjer på Husbankens nettside. Det er også mulig å finne mer informasjon om Statens etiske retningslinjer ved å besøke nettsiden til Kommunal- og moderniseringsdepartementet, som er ansvarlig for å utvikle og forvalte retningslinjene;Les mer her…;https://husnettet-d/HR-Portalen/For-ansatte/Sider/Varsling av kritikkverdige forhold
Hvor finner jeg ytterligere informasjon om Statens etiske retningslinjer?;Ifølge teksten kan man finne mer informasjon om Statens etiske retningslinjer ved å se på informasjonen om brudd på etiske retningslinjer på Husbankens nettside. Det er også mulig å finne mer informasjon om Statens etiske retningslinjer ved å besøke nettsiden til Kommunal- og moderniseringsdepartementet, som er ansvarlig for å utvikle og forvalte retningslinjene;Les mer her…;https://husnettet-d/HR-Portalen/For-ansatte/Sider/Varsling av kritikkverdige forhold
Kan du peke meg i retning av mer informasjon angående Statens etiske retningslinjer?;Ifølge teksten kan man finne mer informasjon om Statens etiske retningslinjer ved å se på informasjonen om brudd på etiske retningslinjer på Husbankens nettside. Det er også mulig å finne mer informasjon om Statens etiske retningslinjer ved å besøke nettsiden til Kommunal- og moderniseringsdepartementet, som er ansvarlig for å utvikle og forvalte retningslinjene;Les mer her…;https://husnettet-d/HR-Portalen/For-ansatte/Sider/Varsling av kritikkverdige forhold
Hvordan kan jeg få tilgang til mer detaljert informasjon om de etiske retningslinjene som gjelder for staten?;Ifølge teksten kan man finne mer informasjon om Statens etiske retningslinjer ved å se på informasjonen om brudd på etiske retningslinjer på Husbankens nettside. Det er også mulig å finne mer informasjon om Statens etiske retningslinjer ved å besøke nettsiden til Kommunal- og moderniseringsdepartementet, som er ansvarlig for å utvikle og forvalte retningslinjene;Les mer her…;https://husnettet-d/HR-Portalen/For-ansatte/Sider/Varsling av kritikkverdige forhold
Hva er de tilgjengelige ressursene for å utforske og lære mer om Statens etiske retningslinjer?;Ifølge teksten kan man finne mer informasjon om Statens etiske retningslinjer ved å se på informasjonen om brudd på etiske retningslinjer på Husbankens nettside. Det er også mulig å finne mer informasjon om Statens etiske retningslinjer ved å besøke nettsiden til Kommunal- og moderniseringsdepartementet, som er ansvarlig for å utvikle og forvalte retningslinjene;Les mer her…;https://husnettet-d/HR-Portalen/For-ansatte/Sider/Varsling av kritikkverdige forhold
Kan du gi en oversikt over de ulike kildene eller nettstedene der jeg kan finne utdypende informasjon om Statens etiske retningslinjer?;Ifølge teksten kan man finne mer informasjon om Statens etiske retningslinjer ved å se på informasjonen om brudd på etiske retningslinjer på Husbankens nettside. Det er også mulig å finne mer informasjon om Statens etiske retningslinjer ved å besøke nettsiden til Kommunal- og moderniseringsdepartementet, som er ansvarlig for å utvikle og forvalte retningslinjene;Les mer her…;https://husnettet-d/HR-Portalen/For-ansatte/Sider/Varsling av kritikkverdige forhold
Hvordan er informasjonen om Statens etiske retningslinjer tilgjengelig, og hvor kan jeg søke etter ytterligere detaljer?;Ifølge teksten kan man finne mer informasjon om Statens etiske retningslinjer ved å se på informasjonen om brudd på etiske retningslinjer på Husbankens nettside. Det er også mulig å finne mer informasjon om Statens etiske retningslinjer ved å besøke nettsiden til Kommunal- og moderniseringsdepartementet, som er ansvarlig for å utvikle og forvalte retningslinjene;Les mer her…;https://husnettet-d/HR-Portalen/For-ansatte/Sider/Varsling av kritikkverdige forhold
Hvilke kanaler eller dokumenter anbefales for å få mer innsikt i Statens etiske retningslinjer?;Ifølge teksten kan man finne mer informasjon om Statens etiske retningslinjer ved å se på informasjonen om brudd på etiske retningslinjer på Husbankens nettside. Det er også mulig å finne mer informasjon om Statens etiske retningslinjer ved å besøke nettsiden til Kommunal- og moderniseringsdepartementet, som er ansvarlig for å utvikle og forvalte retningslinjene;Les mer her…;https://husnettet-d/HR-Portalen/For-ansatte/Sider/Varsling av kritikkverdige forhold
Hva er de anerkjente kildene der jeg kan finne ut mer om Statens etiske retningslinjer?;Ifølge teksten kan man finne mer informasjon om Statens etiske retningslinjer ved å se på informasjonen om brudd på etiske retningslinjer på Husbankens nettside. Det er også mulig å finne mer informasjon om Statens etiske retningslinjer ved å besøke nettsiden til Kommunal- og moderniseringsdepartementet, som er ansvarlig for å utvikle og forvalte retningslinjene;Les mer her…;https://husnettet-d/HR-Portalen/For-ansatte/Sider/Varsling av kritikkverdige forhold
